,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
46596,White,Female,30,Local-gov,11,Protective-serv,<=50K,<=50K,-0.352711249,0.475848048,1
38303,Non-White,Male,30,Private,10,Adm-clerical,<=50K,>50K,-0.066172686,-0.442622477,0
903,Non-White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.068279662,-0.560370751,0
8539,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.30689843,0.087900198,1
27885,Non-White,Male,50,Unknown,7,Unknown,<=50K,<=50K,2.160760237,0.54757623,2
34517,White,Female,40,Private,12,Exec-managerial,<=50K,>50K,-0.247646463,0.158797015,1
1111,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
8045,White,Male,30,Private,7,Machine-op-inspct,<=50K,<=50K,0.059155254,-0.641797812,0
18843,White,Male,20,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.114413924,0.013702849,0
7831,White,Male,20,Federal-gov,10,Machine-op-inspct,<=50K,<=50K,-0.069759698,-0.333272007,0
36779,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
29578,White,Male,30,Private,12,Prof-specialty,<=50K,<=50K,-0.393716256,0.382457516,1
24735,White,Female,20,Private,3,Adm-clerical,<=50K,<=50K,0.151411229,-0.602977063,0
16,White,Male,20,State-gov,10,Other-service,<=50K,<=50K,-0.030947075,-0.104028396,0
22749,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
30432,White,Female,40,Private,10,Other-service,<=50K,<=50K,0.043823004,-0.396302492,0
4060,White,Male,60,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.08497745,0.474917234,1
22948,White,Male,30,Private,9,Sales,<=50K,>50K,-0.184682983,-0.32362417,0
48090,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635,-0.441372443,0
44051,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
18313,White,Male,50,Private,6,Craft-repair,<=50K,>50K,-0.032121088,-0.315570921,0
2815,White,Male,40,Private,9,Adm-clerical,<=50K,>50K,-0.185077785,-0.266702345,0
18426,Non-White,Male,20,Private,7,Machine-op-inspct,<=50K,<=50K,0.249682177,-0.870499666,0
15420,White,Male,40,Self-emp-inc,4,Prof-specialty,<=50K,<=50K,-0.36900521,0.917273171,1
6397,White,Female,20,Unknown,13,Unknown,<=50K,<=50K,1.976834701,0.843963978,2
2389,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.174854022,-0.18793973,0
41282,White,Male,30,Private,9,Sales,<=50K,>50K,-0.184682983,-0.32362417,0
8947,White,Male,50,Self-emp-not-inc,9,Machine-op-inspct,<=50K,<=50K,-0.2169034,-0.088238646,0
7871,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
1530,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.412554216,0.4270789,1
4428,White,Male,20,Private,10,Prof-specialty,<=50K,<=50K,-0.174325102,0.166176516,1
1368,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
26581,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112,0.698232329,1
39967,White,Male,20,Private,10,Tech-support,<=50K,<=50K,-0.060480325,-0.323844038,0
33543,White,Male,20,Self-emp-not-inc,10,Machine-op-inspct,<=50K,<=50K,-0.05291969,-0.245353394,0
26404,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
41297,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
19159,Non-White,Male,70,Private,1,Craft-repair,<=50K,<=50K,0.605745149,0.076462912,0
33665,White,Female,60,Private,6,Other-service,<=50K,<=50K,0.476716724,-0.434533845,0
33127,White,Male,50,Private,12,Exec-managerial,>50K,<=50K,-0.328032634,0.208210196,1
22118,White,Male,60,Self-emp-not-inc,13,Exec-managerial,>50K,>50K,-0.227849911,0.797658968,1
2098,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.444518239,0.771866316,1
11548,White,Male,40,Private,12,Handlers-cleaners,<=50K,>50K,-0.204255544,-0.249433994,0
46981,White,Male,40,Self-emp-not-inc,12,Craft-repair,<=50K,>50K,-0.353548737,0.242810391,1
46273,White,Male,20,Private,12,Adm-clerical,<=50K,<=50K,-0.07273372,-0.350884443,0
8524,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
11607,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
4411,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.30832699,-0.187627403,0
29206,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.243093828,0.109677469,1
27267,White,Female,20,Private,13,Exec-managerial,<=50K,<=50K,-0.184874244,0.087536264,0
19543,Non-White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.175781737,0.410268664,2
48645,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.268549966,-0.185150945,0
41130,White,Male,30,Self-emp-inc,10,Craft-repair,<=50K,>50K,-0.302737324,0.146758563,1
14621,White,Male,50,Federal-gov,9,Other-service,<=50K,>50K,-0.152148422,-0.184568073,0
27181,White,Male,30,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.37097713,0.444375762,1
39162,White,Female,60,Private,9,Machine-op-inspct,<=50K,<=50K,0.214100305,-0.354869307,0
44126,White,Male,50,Private,9,Adm-clerical,<=50K,>50K,-0.151778623,-0.292302422,0
28782,Non-White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.127536584,-0.394637253,0
28947,Non-White,Male,20,Private,13,Exec-managerial,<=50K,<=50K,-0.242485002,0.05159594,0
5027,White,Female,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.153362968,-0.662072269,0
8181,White,Female,40,Private,13,Sales,<=50K,>50K,-0.238412135,0.045448325,0
3260,White,Female,20,Private,13,Other-service,<=50K,<=50K,0.021656416,-0.369030517,0
13132,White,Male,60,Unknown,14,Unknown,<=50K,<=50K,1.926050619,1.544059882,2
8793,Non-White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.175781737,0.410268664,2
48154,White,Male,50,Federal-gov,10,Adm-clerical,>50K,>50K,-0.19078688,-0.017226249,0
15873,White,Male,20,State-gov,13,Prof-specialty,<=50K,<=50K,-0.475565181,0.888893913,1
18704,White,Male,30,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.248866272,0.131451123,1
36788,Non-White,Male,30,Local-gov,9,Protective-serv,<=50K,>50K,-0.323894676,0.287473988,1
14283,Non-White,Male,20,Private,10,Other-service,<=50K,<=50K,0.145206619,-0.671335108,0
29784,White,Female,20,Federal-gov,10,Tech-support,<=50K,<=50K,-0.024091747,-0.180158589,0
46093,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
20379,White,Female,40,Private,13,Sales,<=50K,>50K,-0.238412135,0.045448325,0
41308,White,Male,30,Private,11,Prof-specialty,<=50K,>50K,-0.43349328,0.379981058,1
29654,White,Male,50,Private,6,Machine-op-inspct,<=50K,<=50K,0.02457478,-0.466109688,0
46894,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.424254788,0.376041736,1
24041,White,Male,40,Private,10,Prof-specialty,>50K,<=50K,-0.333319474,0.405268808,1
5313,Non-White,Male,40,Private,11,Prof-specialty,>50K,>50K,-0.401960729,0.390371495,1
18164,White,Male,20,Self-emp-not-inc,9,Other-service,<=50K,<=50K,-0.009613203,-0.310141675,0
39710,Non-White,Female,20,Local-gov,13,Prof-specialty,<=50K,>50K,-0.287194112,0.664332733,1
30440,White,Female,70,Unknown,9,Unknown,<=50K,<=50K,2.45820022,1.026373129,2
43503,White,Female,20,Private,6,Other-service,<=50K,<=50K,0.34555031,-0.763025974,0
16842,White,Male,40,Self-emp-inc,14,Exec-managerial,>50K,>50K,-0.644945277,1.128674564,1
29024,White,Male,20,Private,7,Craft-repair,<=50K,<=50K,0.136911733,-0.609007318,0
4767,Non-White,Male,40,Private,9,Other-service,<=50K,<=50K,-0.052076253,-0.488620283,0
45415,Non-White,Female,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.177296966,-0.73793755,0
28066,White,Male,40,Local-gov,9,Transport-moving,<=50K,>50K,-0.321332766,0.173973941,1
23275,White,Male,20,State-gov,13,Prof-specialty,<=50K,<=50K,-0.475565181,0.888893913,1
17234,White,Male,30,Self-emp-not-inc,13,Exec-managerial,<=50K,>50K,-0.493468673,0.586915112,1
41281,White,Male,20,Private,13,Craft-repair,<=50K,>50K,-0.230319771,-0.135067679,0
15180,White,Male,60,Private,12,Adm-clerical,>50K,>50K,0.058432694,-0.022392314,0
36107,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
22600,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.174854022,-0.18793973,0
25617,White,Female,50,State-gov,11,Prof-specialty,<=50K,<=50K,-0.431129928,0.857064873,1
47897,White,Female,50,Private,9,Other-service,<=50K,<=50K,0.038833667,-0.478280035,0
34711,White,Male,30,Self-emp-not-inc,14,Farming-fishing,<=50K,>50K,-0.460003895,0.750783373,1
36015,White,Male,20,Private,10,Exec-managerial,<=50K,<=50K,-0.117398617,-0.103814746,0
29739,White,Female,30,Private,12,Adm-clerical,<=50K,>50K,-0.093500735,-0.308149427,0
33657,White,Male,20,Private,7,Craft-repair,<=50K,<=50K,0.136911733,-0.609007318,0
3249,White,Female,40,Private,12,Adm-clerical,<=50K,<=50K,-0.118042759,-0.186805408,0
21478,Non-White,Female,20,Private,9,Other-service,<=50K,<=50K,0.220603452,-0.802725831,0
38610,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
6918,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
41086,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
27867,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
30436,White,Male,20,Federal-gov,12,Other-service,<=50K,<=50K,-0.073103519,-0.243150094,0
47263,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
28783,White,Male,20,Private,9,Transport-moving,<=50K,<=50K,-0.060870436,-0.482877139,0
4406,White,Female,30,State-gov,10,Exec-managerial,<=50K,>50K,-0.258244751,0.395273401,1
41283,White,Female,10,Private,8,Sales,<=50K,<=50K,0.563417413,-0.85259566,0
1671,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
45089,White,Male,50,State-gov,13,Adm-clerical,>50K,>50K,-0.414730203,0.486792442,1
46379,White,Female,10,Private,7,Sales,<=50K,<=50K,0.604859239,-0.849317396,0
36649,White,Male,30,Private,12,Craft-repair,<=50K,>50K,-0.268549966,-0.185150945,0
40931,White,Female,10,Private,10,Sales,<=50K,<=50K,0.418788695,-0.641742023,0
9019,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
3699,White,Female,20,Private,11,Other-service,<=50K,<=50K,0.078101546,-0.539338514,0
41930,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.281382327,0.053300002,0
43460,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.564799499,1.031078545,1
26566,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
33155,White,Male,10,Private,7,Other-service,<=50K,<=50K,0.592248085,-0.94969069,0
23132,White,Male,50,Unknown,11,Unknown,>50K,>50K,1.793899287,0.962161453,2
20730,White,Male,20,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.114413924,0.013702849,0
21973,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.625256246,1.337695863,1
12706,White,Male,30,Private,8,Prof-specialty,<=50K,>50K,-0.164148731,0.073071153,0
15125,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.083608804,-0.49901072,0
24619,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
21360,White,Male,50,Private,10,Sales,>50K,<=50K,-0.137637346,-0.171502761,0
32618,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.282356406,-0.033443821,0
44808,White,Male,40,Local-gov,12,Handlers-cleaners,<=50K,>50K,-0.305723503,0.168324795,1
3457,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745597,0.968223591,1
9905,White,Male,40,Private,14,Sales,>50K,<=50K,-0.420362631,0.417052099,1
13338,White,Male,30,Unknown,4,Unknown,<=50K,<=50K,1.993298409,0.851923371,2
3119,Non-White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.181964995,-0.635384008,0
16122,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
8465,White,Male,30,Private,9,Sales,<=50K,>50K,-0.184682983,-0.32362417,0
17286,White,Female,50,Private,9,Machine-op-inspct,<=50K,<=50K,-0.042761319,-0.469869221,0
37051,Non-White,Male,40,Private,10,Prof-specialty,<=50K,>50K,-0.277244899,0.294315226,1
23699,White,Male,20,Self-emp-not-inc,14,Prof-specialty,<=50K,>50K,-0.484207972,1.035748618,1
18443,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
36004,Non-White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.031372735,-0.568762993,0
597,White,Male,50,Self-emp-inc,10,Sales,>50K,>50K,-0.256763512,0.258939474,1
42074,White,Female,40,Self-emp-not-inc,9,Other-service,<=50K,<=50K,-0.054922242,-0.146062641,0
45398,White,Female,50,Federal-gov,9,Adm-clerical,<=50K,<=50K,-0.115390046,-0.148616973,0
45506,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.126915291,-0.434222439,0
18929,Non-White,Male,30,Private,10,Exec-managerial,<=50K,>50K,-0.19577639,-0.097020054,0
6202,Non-White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.100372077,-0.505809545,0
18353,White,Male,20,Self-emp-not-inc,10,Machine-op-inspct,<=50K,<=50K,-0.05291969,-0.245353394,0
15945,White,Male,40,Self-emp-not-inc,9,Exec-managerial,<=50K,>50K,-0.375138236,0.385517397,1
4909,Non-White,Female,20,Private,9,Sales,<=50K,<=50K,0.119529273,-0.627339281,0
19484,White,Male,30,Private,12,Handlers-cleaners,<=50K,<=50K,-0.17971352,-0.370778012,0
26280,White,Female,70,Unknown,12,Unknown,<=50K,>50K,2.411549913,1.181283323,2
1430,White,Female,30,Self-emp-inc,10,Exec-managerial,<=50K,<=50K,-0.257291797,0.369362505,1
36926,White,Male,30,Private,9,Farming-fishing,<=50K,<=50K,-0.188409524,-0.175166195,0
27370,White,Male,40,Private,9,Prof-specialty,<=50K,>50K,-0.371607973,0.348891341,1
32,White,Male,20,Self-emp-not-inc,13,Sales,<=50K,>50K,-0.253559843,0.187986609,1
6141,White,Female,50,Private,9,Craft-repair,<=50K,<=50K,-0.099457188,-0.319330454,0
10218,White,Male,50,Private,10,Adm-clerical,<=50K,>50K,-0.113490124,-0.235924955,0
13698,White,Male,60,Local-gov,13,Exec-managerial,>50K,<=50K,-0.268861122,0.908800438,1
10723,White,Female,10,Private,6,Adm-clerical,<=50K,<=50K,0.58566885,-0.833795408,0
14703,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.138165632,-0.06107973,0
6208,White,Male,60,Private,10,Other-service,<=50K,<=50K,0.220298457,-0.231889397,0
4811,White,Male,60,Private,10,Sales,<=50K,<=50K,0.119224278,-0.056502847,0
7662,White,Female,30,Private,4,Sales,<=50K,<=50K,0.050731278,-0.260697831,0
6973,White,Female,50,Private,14,Exec-managerial,>50K,>50K,-0.378834617,0.597618996,1
28875,White,Male,20,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.114413924,0.013702849,0
33818,Non-White,Female,30,Private,9,Other-service,<=50K,<=50K,0.086151104,-0.684977558,0
29632,Non-White,Female,30,Unknown,14,Unknown,>50K,>50K,1.830191766,1.147349188,2
21444,White,Male,20,Private,13,Sales,<=50K,>50K,-0.193103096,-0.118630709,0
17170,White,Male,40,Self-emp-not-inc,15,Farming-fishing,>50K,>50K,-0.491141846,1.056326364,1
42453,White,Male,20,Local-gov,13,Adm-clerical,<=50K,<=50K,-0.270423832,0.234705885,1
23735,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.243093828,0.109677469,1
9309,White,Female,10,Private,10,Machine-op-inspct,<=50K,<=50K,0.438267888,-0.808717759,0
23218,White,Female,60,Unknown,10,Unknown,<=50K,>50K,2.289162075,0.906091841,2
1707,White,Male,40,State-gov,11,Protective-serv,>50K,>50K,-0.509549767,0.710799664,1
25933,White,Female,20,Private,14,Prof-specialty,<=50K,<=50K,-0.310065891,0.654118043,1
11179,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.160535761,-0.388046363,0
6334,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
5902,White,Male,30,Private,13,Other-service,<=50K,<=50K,-0.226481265,-0.176268986,0
7003,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112,0.698232329,1
9511,White,Male,60,Self-emp-not-inc,3,Transport-moving,<=50K,<=50K,0.07364854,0.130063139,0
30867,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.174854022,-0.18793973,0
9076,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864808,-0.243784847,0
7762,White,Male,40,Federal-gov,13,Exec-managerial,>50K,>50K,-0.534850705,0.620340518,1
42711,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
44183,White,Female,30,Unknown,9,Unknown,<=50K,<=50K,1.985254814,0.638970518,2
26855,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
4828,White,Female,40,Local-gov,10,Adm-clerical,<=50K,>50K,-0.134571911,0.132420653,1
34105,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
4017,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.241800729,0.357527526,1
9792,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
18690,White,Male,30,Local-gov,14,Prof-specialty,>50K,<=50K,-0.659671531,1.264638362,1
8365,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
781,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242,0.924727631,2
12609,White,Male,10,Private,9,Sales,<=50K,<=50K,0.266814862,-0.623106233,0
3472,White,Male,30,Private,13,Craft-repair,<=50K,>50K,-0.364772119,-0.017319405,0
720,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
21974,White,Female,30,Self-emp-not-inc,9,Other-service,<=50K,<=50K,-0.030380218,-0.267406659,0
45823,White,Female,20,Private,10,Tech-support,<=50K,<=50K,0.053205008,-0.398857295,0
39229,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.389314144,0.104024613,1
42941,White,Male,40,Private,9,Exec-managerial,<=50K,>50K,-0.314681489,0.078900079,1
5666,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.174854022,-0.18793973,0
46963,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.024520703,0.168299916,0
3840,White,Male,20,Private,10,Other-service,<=50K,<=50K,0.089132043,-0.560381526,0
36873,Non-White,Male,40,Private,12,Farming-fishing,<=50K,>50K,-0.20352728,-0.009865565,0
14389,Non-White,Male,30,Private,10,Exec-managerial,<=50K,>50K,-0.19577639,-0.097020054,0
22818,White,Male,20,State-gov,14,Exec-managerial,<=50K,>50K,-0.486903859,0.915493168,1
17573,White,Male,40,Private,12,Tech-support,>50K,<=50K,-0.304413503,0.013780981,0
40971,White,Female,30,Private,9,Adm-clerical,<=50K,<=50K,-0.046850428,-0.46305962,0
23666,White,Male,10,Private,10,Craft-repair,<=50K,<=50K,0.267886686,-0.583165736,0
28872,White,Male,10,Unknown,6,Unknown,<=50K,<=50K,2.504088759,0.343247987,2
12941,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.684213555,1.38598238,1
24887,White,Male,50,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.320390583,0.328376174,1
26096,White,Male,10,Private,6,Transport-moving,<=50K,<=50K,0.437196494,-0.735864653,0
29816,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
30302,White,Female,40,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.148689207,-0.123016896,0
42309,White,Female,50,Federal-gov,9,Adm-clerical,<=50K,<=50K,-0.115390046,-0.148616973,0
18955,White,Male,20,Local-gov,13,Prof-specialty,<=50K,<=50K,-0.45695402,0.850299571,1
13784,White,Male,50,Private,7,Machine-op-inspct,<=50K,<=50K,0.067912391,-0.54605387,0
16279,Non-White,Male,50,Private,7,Handlers-cleaners,<=50K,<=50K,0.156127543,-0.692095751,0
8133,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.564799499,1.031078545,1
38326,White,Male,30,Private,9,Sales,<=50K,>50K,-0.184682983,-0.32362417,0
6351,Non-White,Male,30,Private,7,Machine-op-inspct,<=50K,<=50K,0.115229829,-0.752751393,0
19417,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.445202513,0.46593473,1
20145,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
10526,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
36409,White,Female,20,State-gov,12,Adm-clerical,<=50K,<=50K,-0.079127505,0.03045543,0
38592,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
21635,White,Male,40,Local-gov,3,Other-service,<=50K,<=50K,-0.145809478,0.017922918,0
13880,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
24721,White,Female,70,Private,9,Priv-house-serv,<=50K,<=50K,0.604248709,-0.271620902,0
5310,White,Male,40,Local-gov,13,Exec-managerial,>50K,<=50K,-0.559021908,0.819400601,1
36214,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.160535761,-0.388046363,0
38183,White,Female,60,Private,10,Adm-clerical,<=50K,<=50K,0.257056833,-0.195938297,0
12239,White,Female,10,Private,8,Other-service,<=50K,<=50K,0.664491592,-1.02798221,0
11212,White,Female,20,Private,7,Sales,<=50K,<=50K,0.287813742,-0.667583606,0
260,White,Female,50,Private,10,Exec-managerial,<=50K,>50K,-0.129408495,0.034664212,0
13409,White,Male,20,Private,13,Sales,<=50K,>50K,-0.193103096,-0.118630709,0
26921,White,Male,40,Local-gov,15,Prof-specialty,>50K,>50K,-0.690809482,1.570181352,1
